Cluster Id	Dataset Id	Feature Id	Mono Mass	NET	Drift Time	charge
21088	10	4847	2190.056825	0.249233768	19.46146	4
21088	21	4817	2190.060187	0.250152465	19.33683	4
21088	32	4792	2190.051047	0.25046279	19.3389	4
21088	36	4153	2190.053629	0.24506966	19.32171	4
21088	41	6174	2190.069737	0.241685415	19.24774	4
21088	43	4594	2190.058868	0.249902723	19.42312	4
21088	55	5230	2190.044845	0.2422444	19.18501	4
21088	57	4676	2190.04064	0.247073611	19.32566	4
21088	59	4337	2190.055693	0.252184485	19.38774	4
21088	62	5618	2190.062314	0.250308257	19.38128	4
21088	63	4721	2190.062685	0.244455043	19.27776	4
21088	66	5073	2190.056687	0.241433574	19.30288	4
21088	68	5156	2190.053471	0.247891314	19.31157	4
21088	70	4739	2190.055762	0.248432017	19.50302	4
21088	72	4563	2190.039962	0.251647541	19.32392	4
21088	74	4654	2190.052016	0.249821676	19.30614	4
21088	76	5023	2190.035415	0.247209447	19.1941	4
21088	81	6398	2190.058095	0.247620633	19.38777	4
21088	84	5200	2190.053957	0.249094666	19.36662	4
21088	86	5134	2190.058882	0.246619351	19.27209	4
21088	87	5005	2190.057333	0.235860808	19.39464	4
21088	88	4753	2190.047215	0.244130938	19.20805	4
21088	89	4584	2190.056798	0.245202502	19.26137	4
21088	91	4669	2190.062301	0.243436884	19.36187	4
21088	95	5632	2190.052003	0.246034236	19.49239	4
21088	100	5745	2190.04577	0.248440881	19.18202	4
21088	102	4712	2190.045829	0.246726048	19.39975	4
21088	106	5060	2190.057966	0.252192662	19.37024	4
21088	117	4841	2190.053684	0.250821836	19.37433	4
21088	128	5446	2190.063587	0.242646093	19.28197	4
21088	139	5156	2190.061167	0.250193857	19.49693	4
