Cluster Id	Dataset Id	Feature Id	Mono Mass	NET	Drift Time	charge
7966	0	2350	1479.830821	0.334132994	23.25233	2
7966	1	2133	1479.812303	0.333561138	23.23994	2
7966	2	2358	1479.819165	0.335825892	23.30901	2
7966	3	2326	1479.826011	0.335452929	23.60799	2
7966	3	2327	1479.838801	0.335452929	23.30814	2
7966	4	2288	1479.831868	0.33633785	23.47265	2
7966	4	2289	1479.842188	0.33633785	23.11786	2
7966	5	2108	1479.823129	0.334975748	23.1827	2
7966	6	2202	1479.828464	0.337510685	23.39277	2
7966	7	2131	1479.832304	0.336540073	23.24046	2
7966	8	2240	1479.830571	0.331558172	23.31111	2
7966	9	2035	1479.830029	0.327712023	23.35856	2
7966	10	1798	1479.827491	0.335103118	23.39476	2
7966	11	2215	1479.823099	0.33349479	23.32104	2
7966	12	2350	1479.828507	0.335958678	23.34419	2
7966	13	2304	1479.826046	0.334330543	23.23808	2
7966	14	2076	1479.840817	0.33890049	23.26441	2
7966	15	2428	1479.834922	0.328856513	23.12199	2
7966	16	2267	1479.828952	0.334128317	23.42772	2
7966	17	2291	1479.82993	0.326158597	23.25725	2
7966	18	2273	1479.825099	0.334885903	23.24586	2
7966	18	2274	1479.829299	0.335320332	23.60634	2
7966	20	2290	1479.824698	0.329323946	23.26049	2
7966	21	1848	1479.829396	0.333088596	23.39335	2
7966	22	2216	1479.821026	0.335544734	23.00675	2
7966	23	2155	1479.833347	0.333815114	23.27505	2
7966	24	2335	1479.820346	0.331887588	23.35011	2
7966	25	2056	1479.838439	0.333841346	23.26414	2
7966	26	2184	1479.813476	0.333364119	23.16948	2
7966	26	2185	1479.816246	0.332478851	23.51453	2
7966	27	2228	1479.826857	0.332268005	23.2734	2
7966	28	2336	1479.830134	0.327160579	23.3224	2
7966	29	2086	1479.811031	0.328723873	23.31837	2
7966	29	2087	1479.809145	0.331994218	23.19462	2
7966	30	2230	1479.837654	0.33470649	23.32217	2
7966	31	2140	1479.823743	0.336356746	23.5438	2
7966	32	1888	1479.827591	0.340503905	23.51424	2
7966	33	2293	1479.823412	0.327709203	23.38994	2
7966	34	2002	1479.819982	0.330508393	23.28406	2
7966	35	2158	1479.835913	0.332240473	23.19764	2
7966	37	2451	1479.832127	0.326673874	23.21787	2
7966	37	2452	1479.832577	0.325904552	23.24545	2
7966	38	2195	1479.828696	0.327323172	23.40869	2
7966	39	2346	1479.840498	0.332040064	23.2015	2
7966	40	2222	1479.827142	0.33610469	23.38264	2
7966	41	2384	1479.825461	0.329646462	23.35774	2
7966	41	2385	1479.832871	0.334123535	23.39103	2
7966	42	2193	1479.828263	0.336521402	23.24793	2
7966	43	1828	1479.842838	0.340235406	23.32637	2
7966	44	2194	1479.825384	0.335210823	23.25286	2
7966	45	2074	1479.82728	0.324690447	23.59409	2
7966	46	2190	1479.833428	0.333191479	23.30744	2
7966	46	2192	1479.839488	0.328126341	23.2936	2
7966	47	2077	1479.827293	0.336297847	23.37833	2
7966	47	2078	1479.839939	0.329392706	23.34365	2
7966	48	2172	1479.827323	0.32765789	23.19024	2
7966	49	2135	1479.826997	0.335032331	23.25942	2
7966	50	2199	1479.821833	0.329225428	23.13582	2
7966	50	2200	1479.822573	0.335387394	23.60345	2
7966	50	2201	1479.824683	0.328345148	23.51507	2
7966	51	1903	1479.827261	0.329423274	23.22948	2
7966	52	2125	1479.818241	0.330637336	23.37123	2
7966	53	2076	1479.838839	0.330688039	23.34005	2
7966	54	1806	1479.822797	0.335068363	23.45349	2
7966	55	2077	1479.835784	0.327955271	23.26387	2
7966	56	2150	1479.825653	0.325819276	23.3775	2
7966	57	1824	1479.826754	0.33570656	23.34839	2
7966	58	1877	1479.829301	0.337374139	23.37786	2
7966	59	1705	1479.820946	0.336134939	23.33026	2
7966	61	1825	1479.817464	0.33886336	23.28905	2
7966	62	2044	1479.828434	0.333790313	23.51525	2
7966	63	1839	1479.825869	0.334108274	23.57272	2
7966	64	1831	1479.823334	0.3351941	23.34379	2
7966	65	1894	1479.825595	0.335710353	23.5229	2
7966	66	1920	1479.8284	0.331419626	23.46959	2
7966	67	1981	1479.834254	0.337721613	23.41317	2
7966	69	1960	1479.829891	0.334749658	23.3098	2
7966	70	1823	1479.823139	0.334167514	23.45376	2
7966	71	1828	1479.834753	0.334146011	23.44053	2
7966	72	1850	1479.824242	0.336245667	23.31832	2
7966	73	1838	1479.828986	0.335809215	23.22179	2
7966	74	1833	1479.829856	0.335656331	23.31987	2
7966	75	1878	1479.827551	0.330845245	23.39573	2
7966	76	1966	1479.836276	0.33558226	23.26653	2
7966	77	1797	1479.838861	0.335264564	23.46925	2
7966	78	1970	1479.826719	0.334466472	23.5548	2
7966	79	1989	1479.833276	0.335657503	23.53334	2
7966	80	1873	1479.826012	0.333427977	23.46582	2
7966	81	2318	1479.83313	0.332109642	23.255	2
7966	82	1867	1479.836556	0.332115878	23.44557	2
7966	83	1981	1479.822826	0.331917433	23.51701	2
7966	84	1926	1479.833091	0.337064841	23.44052	2
7966	85	1863	1479.814991	0.331558172	23.41804	2
7966	86	2035	1479.845967	0.338818503	23.40308	2
7966	87	1975	1479.825579	0.326893322	23.5629	2
7966	87	1976	1479.827633	0.333686793	23.50646	2
7966	88	1873	1479.829312	0.339734036	23.38076	2
7966	89	1877	1479.828303	0.332795026	23.42107	2
7966	90	1680	1479.823727	0.327999978	23.51859	2
7966	91	1848	1479.827716	0.332571685	23.47197	2
