Cluster Id	Dataset Id	Feature Id	Mono Mass	NET	Drift Time	charge
6189	62	2622	1873.05958	0.812621359	25.40338	2
6189	0	2983	1873.058932	0.806968478	25.31819	2
6189	1	2753	1873.049944	0.809465875	25.32081	2
6189	2	3004	1873.053867	0.807263682	25.16087	2
6189	3	2961	1873.04892	0.807904412	25.31487	2
6189	4	2920	1873.059304	0.808331695	25.33293	2
6189	5	2683	1873.053543	0.809150066	25.10904	2
6189	6	2823	1873.059521	0.80693777	25.19592	2
6189	7	2763	1873.053754	0.811377167	25.41295	2
6189	8	2917	1873.05994	0.805987055	25.31904	2
6189	9	2598	1873.058972	0.808941486	25.2994	2
6189	10	2306	1873.057107	0.813843065	25.43521	2
6189	11	2837	1873.042895	0.808544601	25.33814	2
6189	12	2986	1873.045839	0.810587508	25.32153	2
6189	13	2944	1873.06657	0.804228275	25.05545	2
6189	14	2660	1873.058047	0.806663289	25.33236	2
6189	15	3076	1873.056871	0.806650246	25.19194	2
6189	16	2888	1873.047178	0.809794542	25.3224	2
6189	17	2953	1873.052426	0.809978254	25.2434	2
6189	18	2902	1873.060011	0.81038616	25.45027	2
6189	19	2941	1873.055222	0.801869919	25.31148	2
6189	20	2926	1873.053975	0.808691589	25.33802	2
6189	21	2339	1873.05263	0.807898338	25.31301	2
6189	22	2825	1873.051635	0.810436137	25.34927	2
6189	23	2767	1873.059124	0.808641975	25.23977	2
6189	24	2989	1873.049604	0.807502374	25.26243	2
6189	25	2621	1873.054732	0.81231279	25.27738	2
6189	25	2622	1873.058664	0.810987409	25.67301	2
6189	26	2802	1873.057184	0.808423041	25.15416	2
6189	27	2877	1873.054431	0.809787627	25.32943	2
6189	28	2971	1873.043363	0.80709483	25.32998	2
6189	29	2669	1873.054406	0.808682171	25.35094	2
6189	30	2838	1873.057179	0.810373134	25.26395	2
6189	31	2757	1873.055214	0.810458136	25.25371	2
6189	32	2381	1873.040584	0.812307692	25.38951	2
6189	33	2974	1873.056686	0.806467905	25.25749	2
6189	34	2551	1873.055524	0.811512496	25.35948	2
6189	35	2777	1873.054875	0.809048519	25.21458	2
6189	36	2023	1873.045154	0.809752839	25.16805	2
6189	37	3168	1873.055946	0.805012723	25.25638	2
6189	38	2808	1873.059092	0.810078101	25.24885	2
6189	39	3022	1873.055574	0.808380062	25.25244	2
6189	40	2832	1873.043967	0.811779449	25.35068	2
6189	41	3109	1873.055972	0.807886024	25.21414	2
6189	42	2807	1873.056691	0.810196078	25.19183	2
6189	43	2316	1873.056761	0.809643766	25.3848	2
6189	44	2792	1873.056453	0.808843156	25.37144	2
